command,mean,stddev,median,user,system,min,max
benchmark-project-manager Godot_v3.0.1-stable_x11.64,1.15364282662,0.03299088782723135,1.15364282662,0.54731916,0.08895334499999999,1.13031474612,1.17697090712
benchmark-project-manager Godot_v3.0.2-stable_x11.64,1.12348053812,0.027682018502430288,1.12348053812,0.54596016,0.079982845,1.10390639512,1.14305468112
benchmark-project-manager Godot_v3.0.3-stable_x11.64,1.14147501662,0.005145083595288321,1.14147501662,0.5730936600000001,0.089755845,1.13783689312,1.14511314012
benchmark-project-manager Godot_v3.0.4-stable_x11.64,1.1271096096200002,0.021342566499894095,1.1271096096200002,0.5660346599999999,0.076775345,1.1120181361200001,1.14220108312
benchmark-project-manager Godot_v3.0.5-stable_x11.64,1.13605463712,0.0011983734600566024,1.13605463712,0.57996916,0.08639934499999999,1.13520725912,1.13690201512
benchmark-project-manager Godot_v3.0.6-stable_x11.64,1.12852048462,0.00302352849227729,1.12852048462,0.57078216,0.08611084499999999,1.12638252712,1.13065844212
benchmark-project-manager Godot_v3.1.1-stable_x11.64,1.1946205226200002,0.0378021045918212,1.1946205226200002,0.30953166,0.095698845,1.1678903981200002,1.22135064712
benchmark-project-manager Godot_v3.1.2-stable_x11.64,1.20519806812,0.006939652016581931,1.20519806812,0.31049815999999997,0.102847345,1.20029099312,1.21010514312
benchmark-project-manager Godot_v3.1-stable_x11.64,1.2063847486200001,0.0039184880893809405,1.2063847486200001,0.30935516,0.10481784499999999,1.2036139591200001,1.20915553812
benchmark-project-manager Godot_v3.2.1-stable_x11.64,1.1877206611200002,0.019764041827670012,1.1877206611200002,0.17249016,0.095497345,1.17374537312,1.20169594912
benchmark-project-manager Godot_v3.2.2-stable_x11.64,1.18984886512,0.00898515637106278,1.18984886512,0.17995916,0.099550845,1.18349540012,1.19620233012
benchmark-project-manager Godot_v3.2.3-stable_x11.64,1.19137009112,0.0015000577398227005,1.19137009112,0.16780815999999998,0.096750345,1.1903093901200001,1.1924307921200001
benchmark-project-manager Godot_v3.2-stable_x11.64,1.6564463701199998,0.6988851516467421,1.6564463701199998,0.19133716,0.092224845,1.16225994012,2.15063280012
benchmark-project-manager Godot_v3.3.1-stable_x11.64,2.21463577912,0.002211101691566785,2.21463577912,0.30145166,0.117878845,2.21307229412,2.2161992641199997
benchmark-project-manager Godot_v3.3.2-stable_x11.64,1.8304795551200002,0.6017350933702158,1.8304795551200002,0.29771066,0.117490845,1.40498859012,2.25597052012
benchmark-project-manager Godot_v3.3.3-stable_x11.64,2.2063080571199998,0.0005223850340966969,2.2063080571199998,0.29896066,0.113844845,2.2059386751199996,2.20667743912
benchmark-project-manager Godot_v3.3.4-stable_x11.64,2.21091580912,0.004782994718739226,2.21091580912,0.29083966000000006,0.111202845,2.20753372112,2.21429789712
benchmark-project-manager Godot_v3.3-stable_x11.64,1.8449799041200001,0.5672203812371395,1.8449799041200001,0.29893966000000005,0.12348034499999999,1.44389452612,2.24606528212
benchmark-project-manager Godot_v3.4.1-stable_x11.64,1.76205029112,0.6318534369735158,1.76205029112,0.22806565999999998,0.103849845,1.31526244112,2.2088381411199998
benchmark-project-manager Godot_v3.4.2-stable_x11.64,1.78005275662,0.617354337583186,1.78005275662,0.25879716,0.112580345,1.3435173181200002,2.21658819512
benchmark-project-manager Godot_v3.4.3-stable_x11.64,1.7787467496200002,0.6160319715348349,1.7787467496200002,0.25187066,0.119225345,1.3431463651200002,2.21434713412
benchmark-project-manager Godot_v3.4.4-stable_x11.64,1.34213258312,0.046267893153422925,1.34213258312,0.22251865999999998,0.117892845,1.30941624212,1.37484892412
benchmark-project-manager Godot_v3.4-stable_x11.64,1.8176183786199998,0.6205258034206891,1.8176183786199998,0.22649165999999998,0.112525345,1.37884037512,2.2563963821199997
benchmark-project-manager Godot_v3.5-beta1_x11.64,1.35951180612,0.011133507992653684,1.35951180612,0.19479216,0.10795534500000001,1.35163922712,1.36738438512
benchmark-project-manager Godot_v3.5-beta2_x11.64,1.34152593412,0.0028371641361345664,1.34152593412,0.18418266,0.100892845,1.33951975612,1.3435321121200001
benchmark-project-manager Godot_v3.5-beta3_x11.64,1.70767986562,0.010628609002149068,1.70767986562,0.53742416,0.110819845,1.70016430412,1.71519542712
benchmark-project-manager Godot_v3.5-beta4_x11.64,1.65075709612,0.02405647838853407,1.65075709612,0.53103716,0.107085345,1.63374659712,1.6677675951200002
benchmark-project-manager Godot_v3.5-beta5_x11.64,1.66399472312,0.012531374660459395,1.66399472312,0.53425666,0.118992845,1.65513370312,1.6728557431200002
benchmark-project-manager Godot_v3.5-rc1_x11.64,1.6619199031200003,0.003620955233527143,1.6619199031200003,0.52652066,0.112431345,1.6593595011200002,1.6644803051200001
benchmark-project-manager Godot_v3.5-rc2_x11.64,1.67769460112,0.03876019680366961,1.67769460112,0.5329516599999999,0.115271345,1.65028700312,1.70510219912
benchmark-project-manager Godot_v3.5-rc3_x11.64,1.6776661061200002,0.023406457752006213,1.6776661061200002,0.5223131599999999,0.11296084499999999,1.66111524112,1.6942169711200001
benchmark-project-manager Godot_v3.5-rc4_x11.64,1.85867175962,0.015009433910661394,1.85867175962,0.57574316,0.13744984500000001,1.84805848712,1.86928503212
benchmark-project-manager Godot_v4.0-alpha10_linux.64,1.42817250562,0.00020556089103839848,1.42817250562,1.19640066,0.172632345,1.42802715212,1.42831785912
benchmark-project-manager Godot_v4.0-alpha1_linux.64,0.6256232751200002,0.04491896676015684,0.6256232751200002,0.43714816,0.13821484499999998,0.5938607691200001,0.6573857811200001
